0	26.0937	21.5257
100	25.2455	21.5257
200	25.2431	21.5257
300	24.5213	21.5257
400	25.4491	21.5257
500	25.4486	21.5257
600	25.5891	21.5257
700	25.5899	21.5257
800	25.5887	21.5257
900	25.5897	21.5257
1000	25.8363	21.5257
1100	25.8379	21.5257
1200	25.0551	21.5257
1300	25.7387	21.5257
1400	25.7387	21.5257
1500	26.0273	21.5257
1600	26.0281	21.5257
1700	26.0263	21.5257
1800	26.0278	21.5257
1900	25.4575	21.5257
2000	25.4575	21.5257
2100	25.457	21.5257
2200	25.457	21.5257
2300	24.7372	21.5257
2400	24.7374	21.5257
2500	25.453	21.5257
2600	25.4501	21.5257
2700	25.4484	21.5257
2800	25.4583	21.5257
2900	23.6445	21.5257
3000	22.2342	21.0981
3100	21.0129	20.188
3200	21.0106	19.685
3300	20.4904	19.1623
3400	20.4893	19.1623
3500	20.4868	19.1623
3600	20.3151	19.1623
3700	20.0714	18.7468
3800	19.142	18.1642
3900	19.0151	17.9223
4000	19.0147	17.7961
4100	18.6878	17.7961
4200	18.7771	17.6263
4300	17.9318	16.4591
4400	17.9307	16.4591
4500	17.9303	16.4591
4600	17.9326	16.4591
4700	17.9185	16.4591
4800	18.3745	16.4591
4900	18.7809	16.4591
5000	18.9828	16.4591
5100	18.9818	16.4591
5200	18.9849	16.4591
5300	20.1929	16.4591
5400	22.0847	16.4591
5500	21.7255	16.4591
5600	22.2301	16.4591
5700	22.1169	16.4591
5800	22.7838	16.4591
5900	22.3544	16.4591
6000	23.9905	16.4591
6100	23.99	16.4591
6200	24.1788	16.4591
6300	24.3342	16.4591
6400	24.201	16.4591
6500	16.8181	15.4649
6600	16.8179	15.4649
6700	16.8178	15.4649
6800	16.8193	15.4649
6900	17.4302	15.4649
7000	18.5778	15.4649
7100	20.1888	15.4649
7200	15.4689	14.8821
7300	15.8707	14.8821
7400	14.8879	14.2522
7500	15.5594	14.2522
7600	15.5596	14.2522
7700	15.5577	14.2522
7800	16.3364	14.2522
7900	16.3342	14.2522
8000	16.3322	14.2522
8100	16.7717	14.2522
8200	17.609	14.2522
8300	18.4911	14.2522
8400	18.9169	14.2522
8500	18.9188	14.2522
8600	19.3385	14.2522
8700	19.5935	14.2522
8800	18.4989	14.2522
8900	18.5006	14.2522
9000	18.5001	14.2522
9100	14.2559	13.4966
9200	14.648	13.4966
9300	14.8958	13.4966
9400	14.8948	13.4966
9500	14.5851	13.4966
9600	14.2949	13.2126
9700	13.2161	12.781
9800	13.2147	12.6321
9900	13.2189	12.6321
10000	15.5684	12.6321
